Batch_Idx,Avg_Reward,Loss_Job,Loss_Mch,Val_Makespan,Time
411,-364.4561,0.1013,-0.0393,0.0000,10.03
412,-352.1532,0.1287,-0.0330,0.0000,10.22
413,-423.2063,0.1252,-0.0294,0.0000,10.05
414,-390.1570,0.1364,-0.0515,0.0000,10.39
415,-386.5808,0.1395,-0.0254,0.0000,10.43
416,-382.2594,0.0986,-0.0316,0.0000,9.97
417,-406.9254,0.1511,-0.0344,0.0000,10.21
418,-371.4730,0.1553,-0.0096,0.0000,10.42
419,-376.6759,0.1134,-0.0194,409.9739,10.34
420,-402.9738,0.1213,-0.0253,0.0000,60.68
421,-364.4618,0.1824,-0.0369,0.0000,9.69
422,-412.2271,0.0655,-0.0432,0.0000,10.05
423,-388.7606,0.0939,-0.0355,0.0000,10.21
424,-411.6538,0.0768,-0.0406,0.0000,10.45
425,-406.6644,0.1126,-0.0367,0.0000,10.12
426,-399.2139,0.1225,-0.0492,0.0000,10.35
427,-386.1240,0.0994,-0.0299,0.0000,10.43
428,-372.9482,0.0866,-0.0367,0.0000,10.16
429,-400.9390,0.1655,-0.0304,0.0000,10.45
430,-420.7918,0.1030,-0.0347,0.0000,10.77
431,-371.0864,0.1373,-0.0043,0.0000,9.96
432,-405.4152,0.0822,-0.0182,0.0000,9.95
433,-389.1021,0.1356,-0.0241,0.0000,10.20
434,-447.1422,0.0718,0.0839,0.0000,10.44
435,-408.0186,0.1021,-0.0506,0.0000,10.15
436,-423.5054,0.0892,-0.0079,0.0000,10.09
437,-401.4435,0.1110,-0.0492,0.0000,10.37
438,-401.6489,0.1268,-0.0020,0.0000,10.23
439,-382.2778,0.1078,-0.0116,381.3650,9.93
440,-397.2851,0.0820,0.0929,0.0000,59.90
441,-414.7997,0.1140,0.0116,0.0000,9.71
442,-385.1798,0.0914,-0.0061,0.0000,10.39
443,-379.7060,0.0686,-0.0021,0.0000,10.34
444,-439.5779,0.1226,-0.0179,0.0000,10.34
445,-440.8906,0.1136,-0.0125,0.0000,10.91
446,-418.9036,0.1305,-0.0156,0.0000,10.99
447,-423.2381,0.0960,0.0099,0.0000,10.50
448,-417.4255,0.1049,-0.0010,0.0000,10.24
